#没有用的资料罢了，B站的中立性被钻了空子#





活动排名         视频号           活动投票数     观看数                视频标题
   16    av242638773/BV1ye411x7BM     14296       8092     肖战 Solo
   18    av667694827/BV1Wa4y1x7xE     13331       8828     【肖战】啊..哥..太快了..
   34    av837723547/BV1Bg4y187b1     6356       3979     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   36    av752633930/BV1ak4y197ut     5918       3448     【肖战｜民国故梦】豪门贵公子的旧梦时光
   37    av455218792/BV1t5411t7xB     5666       2671     西窗烟雨 ‖ 肖战古风治愈向混剪
   40    av882691900/BV1bK4y1r79U     5314       2185     【肖战】唯一的你 | 肖学长 | 校园风混剪
   41    av710126493/BV1mQ4y1M76Z     5286       3822     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   43    av412720063/BV1yV411o7PM     5093       2133     【肖战｜个人向】小冤家
   46    av200173885/BV1zz411b7Zh     4739       2089     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   48    av242680034/BV1ue41147xy     4562       2997     【肖战|E.T.】超A混剪
   50    av582673600/BV1a64y1u7Jf     4483       1789     【肖战】一个永远都在鞠躬的男孩
   51    av967734351/BV1Up4y1C7TE     4374       2253     【肖战｜个人向】A向杂志踩点混剪
   53    av840144173/BV1e54y1d7Ch     4123       4186     【肖战|Grind me down】超A超欲苏向踩点
   56    av882722906/BV1zK4y1r7rx     4018       1551     【肖战/古装混剪】陌上人如玉，公子世无双
   63    av285205286/BV1Qc411h7qV     3466       2430     【肖战】跳舞心动挑战，你能坚持几秒？
   65    av582697296/BV1664y1u7Ak     3132       1870     肖战×魏无羡——吹梦到西洲
   66    av285179652/BV1kc411h7gW     2904       2840     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   73    av200212016/BV1Dz411b7ro     2554       1174     【肖战心动瞬间】✦演技明场面 | 燃向合集
   77    av200188935/BV1Rz411b7Uw     2318       1075     肖战—只为你的笑容不被辜负
   78    av412743571/BV1rV411o7dP     2229       828     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   79    av752683081/BV1ok4y19789     2184       838     肖战 | 魏无羡 | 心生七面 善恶难辨
   80    av370149850/BV1cZ4y1x7SR     2138       852     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   81    av752705204/BV1Xk4y197ri     2072       974     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   82    av412644944/BV13V411o7BR     2016       568     【肖战】GIF合集|一起舔颜叭~
   84    av327732912/BV1FA411b7xD     1962       568     肖战，王一博，博君一肖
   85    av840225816/BV1M54y197WV     1941       771     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   88    av582640054/BV1p64y1u7F8     1843       601     【肖战】魏无羡混剪
   92    av882625487/BV1DK4y1C7hn     1508       799     肖战向心动挑战，愿世界温柔待你。
   94    av840180353/BV1N54y197gw     1469       471     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   98    av242648301/BV1fe411x7WP     1364       519     【肖战｜笑容剪辑】心动

2020-04-09 18:26:15：
   1    av200133555/BV14z411b79Z     25338       89160     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av625152734/BV1xt4y1U7EN     22772       27302     ［肖战］美颜系列—《我们的歌》1
   3    av285162308/BV1mc411h7Jx     22727       32610     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   4    av497743671/BV1ZK411L7ds     20869       25679     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   5    av285225485/BV1kf4y1U7Uq     20502       17807     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   6    av455244023/BV1s5411t78v     20273       17920     【肖战|处处吻】走过路过不能错过的绝美小赞
   7    av625145995/BV1Gt4y1U7Ww     18858       18594     【肖战】今日份心动男孩，治愈系笑容
   8    av625216374/BV1At4y127Vo     18263       14799     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   10    av795139145/BV1jC4y1s73n     17778       10698     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   11    av667676988/BV1Sa4y1t7ok     17084       10786     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   12    av837685730/BV14g4y187Sk     16949       9161     肖战你的笑容，是我们最大的鼓励
   13    av625136584/BV1gt4y1U727     15846       8994     【肖战】心动卡点剪辑
   15    av242638773/BV1ye411x7BM     14312       8114     肖战 Solo
   17    av667694827/BV1Wa4y1x7xE     13341       8842     【肖战】啊..哥..太快了..
   33    av837723547/BV1Bg4y187b1     6371       3985     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   35    av752633930/BV1ak4y197ut     5929       3460     【肖战｜民国故梦】豪门贵公子的旧梦时光
   36    av455218792/BV1t5411t7xB     5677       2680     西窗烟雨 ‖ 肖战古风治愈向混剪
   39    av882691900/BV1bK4y1r79U     5323       2186     【肖战】唯一的你 | 肖学长 | 校园风混剪
   40    av710126493/BV1mQ4y1M76Z     5296       3830     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   42    av412720063/BV1yV411o7PM     5101       2142     【肖战｜个人向】小冤家
   45    av200173885/BV1zz411b7Zh     4748       2096     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   47    av242680034/BV1ue41147xy     4571       3007     【肖战|E.T.】超A混剪
   49    av582673600/BV1a64y1u7Jf     4492       1791     【肖战】一个永远都在鞠躬的男孩
   50    av967734351/BV1Up4y1C7TE     4385       2256     【肖战｜个人向】A向杂志踩点混剪
   52    av840144173/BV1e54y1d7Ch     4133       4192     【肖战|Grind me down】超A超欲苏向踩点
   55    av882722906/BV1zK4y1r7rx     4029       1554     【肖战/古装混剪】陌上人如玉，公子世无双
   62    av285205286/BV1Qc411h7qV     3475       2442     【肖战】跳舞心动挑战，你能坚持几秒？
   64    av582697296/BV1664y1u7Ak     3145       1878     肖战×魏无羡——吹梦到西洲
   65    av285179652/BV1kc411h7gW     2910       2846     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   72    av200212016/BV1Dz411b7ro     2565       1176     【肖战心动瞬间】✦演技明场面 | 燃向合集
   76    av200188935/BV1Rz411b7Uw     2326       1077     肖战—只为你的笑容不被辜负
   77    av412743571/BV1rV411o7dP     2237       835     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   78    av752683081/BV1ok4y19789     2192       844     肖战 | 魏无羡 | 心生七面 善恶难辨
   79    av370149850/BV1cZ4y1x7SR     2146       855     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   80    av752705204/BV1Xk4y197ri     2080       980     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   81    av412644944/BV13V411o7BR     2025       569     【肖战】GIF合集|一起舔颜叭~
   83    av327732912/BV1FA411b7xD     1966       568     肖战，王一博，博君一肖
   84    av840225816/BV1M54y197WV     1948       772     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   87    av582640054/BV1p64y1u7F8     1849       602     【肖战】魏无羡混剪
   91    av882625487/BV1DK4y1C7hn     1515       805     肖战向心动挑战，愿世界温柔待你。
   93    av840180353/BV1N54y197gw     1475       471     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   97    av242648301/BV1fe411x7WP     1371       521     【肖战｜笑容剪辑】心动

2020-04-09 18:31:16：
   1    av200133555/BV14z411b79Z     25373       89475     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av625152734/BV1xt4y1U7EN     22803       27370     ［肖战］美颜系列—《我们的歌》1
   3    av285162308/BV1mc411h7Jx     22757       32697     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   4    av497743671/BV1ZK411L7ds     20898       25717     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   5    av285225485/BV1kf4y1U7Uq     20526       17860     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   6    av455244023/BV1s5411t78v     20299       17964     【肖战|处处吻】走过路过不能错过的绝美小赞
   7    av625145995/BV1Gt4y1U7Ww     18883       18639     【肖战】今日份心动男孩，治愈系笑容
   8    av625216374/BV1At4y127Vo     18288       14840     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   10    av795139145/BV1jC4y1s73n     17802       10722     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   11    av667676988/BV1Sa4y1t7ok     17103       10816     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   12    av837685730/BV14g4y187Sk     16968       9184     肖战你的笑容，是我们最大的鼓励
   13    av625136584/BV1gt4y1U727     15864       9010     【肖战】心动卡点剪辑
   15    av242638773/BV1ye411x7BM     14330       8127     肖战 Solo
   17    av667694827/BV1Wa4y1x7xE     13352       8855     【肖战】啊..哥..太快了..
   33    av837723547/BV1Bg4y187b1     6385       3997     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   35    av752633930/BV1ak4y197ut     5941       3474     【肖战｜民国故梦】豪门贵公子的旧梦时光
   36    av455218792/BV1t5411t7xB     5686       2687     西窗烟雨 ‖ 肖战古风治愈向混剪
   39    av882691900/BV1bK4y1r79U     5333       2189     【肖战】唯一的你 | 肖学长 | 校园风混剪
   40    av710126493/BV1mQ4y1M76Z     5305       3834     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   41    av412720063/BV1yV411o7PM     5113       2148     【肖战｜个人向】小冤家
   45    av200173885/BV1zz411b7Zh     4759       2099     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   47    av242680034/BV1ue41147xy     4579       3013     【肖战|E.T.】超A混剪
   49    av582673600/BV1a64y1u7Jf     4498       1795     【肖战】一个永远都在鞠躬的男孩
   50    av967734351/BV1Up4y1C7TE     4391       2260     【肖战｜个人向】A向杂志踩点混剪
   52    av840144173/BV1e54y1d7Ch     4140       4200     【肖战|Grind me down】超A超欲苏向踩点
   55    av882722906/BV1zK4y1r7rx     4037       1561     【肖战/古装混剪】陌上人如玉，公子世无双
   62    av285205286/BV1Qc411h7qV     3478       2449     【肖战】跳舞心动挑战，你能坚持几秒？
   64    av582697296/BV1664y1u7Ak     3151       1883     肖战×魏无羡——吹梦到西洲
   65    av285179652/BV1kc411h7gW     2911       2850     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   71    av200212016/BV1Dz411b7ro     2570       1183     【肖战心动瞬间】✦演技明场面 | 燃向合集
   76    av200188935/BV1Rz411b7Uw     2332       1078     肖战—只为你的笑容不被辜负
   77    av412743571/BV1rV411o7dP     2244       839     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   78    av752683081/BV1ok4y19789     2198       847     肖战 | 魏无羡 | 心生七面 善恶难辨
   79    av370149850/BV1cZ4y1x7SR     2151       859     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   80    av752705204/BV1Xk4y197ri     2085       982     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   81    av412644944/BV13V411o7BR     2029       570     【肖战】GIF合集|一起舔颜叭~
   83    av327732912/BV1FA411b7xD     1968       568     肖战，王一博，博君一肖
   84    av840225816/BV1M54y197WV     1954       773     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   87    av582640054/BV1p64y1u7F8     1856       604     【肖战】魏无羡混剪
   91    av882625487/BV1DK4y1C7hn     1523       814     肖战向心动挑战，愿世界温柔待你。
   93    av840180353/BV1N54y197gw     1481       473     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   97    av242648301/BV1fe411x7WP     1377       522     【肖战｜笑容剪辑】心动

2020-04-09 18:36:16：
   1    av200133555/BV14z411b79Z     25396       89783     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av625152734/BV1xt4y1U7EN     22820       27447     ［肖战］美颜系列—《我们的歌》1
   3    av285162308/BV1mc411h7Jx     22773       32791     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   4    av497743671/BV1ZK411L7ds     20917       25767     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   5    av285225485/BV1kf4y1U7Uq     20544       17903     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   6    av455244023/BV1s5411t78v     20317       17991     【肖战|处处吻】走过路过不能错过的绝美小赞
   7    av625145995/BV1Gt4y1U7Ww     18900       18673     【肖战】今日份心动男孩，治愈系笑容
   8    av625216374/BV1At4y127Vo     18302       14863     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   10    av795139145/BV1jC4y1s73n     17818       10736     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   11    av667676988/BV1Sa4y1t7ok     17121       10838     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   12    av837685730/BV14g4y187Sk     16983       9196     肖战你的笑容，是我们最大的鼓励
   13    av625136584/BV1gt4y1U727     15878       9026     【肖战】心动卡点剪辑
   15    av242638773/BV1ye411x7BM     14347       8144     肖战 Solo
   17    av667694827/BV1Wa4y1x7xE     13365       8873     【肖战】啊..哥..太快了..
   33    av837723547/BV1Bg4y187b1     6400       4009     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
